,url,title,body,arbitration
28,https://stackoverflow.com/questions/30459495,Java : Rounding a decimal value to HALF_EVEN,"I have been trying to write a java code to Round a value to the below requirement. If x=63.88 => roundedValue= 64.00; If x=63.50 => roundedValue= 64.00. If x=63.32 => roundedValue= 63.32. I tried with the different roundingModes like CEILING, DOWN, FLOOR, HALFDOWN. I also tried Math.round(); But I'm unable to get the expected output. My input is a string and output is a string. Please find the code snippet I tried below: -CODE- . I'm unable to get the desired output. Please let me know how to achieve this? ps: should i consider using float or BigDecimal?? ",1
29,https://stackoverflow.com/questions/31171489,Does collect operation on Stream close the stream and underlying resources?,Does below code need to be wrapped in try-with-resources to make sure underlying file is closed? -CODE- . ,1
30,https://stackoverflow.com/questions/28943485,Hibernate Bean Validation on Submit Only,"So I just set up hibernate validation using annotation. Basically something like this:   -CODE- .The validation itself works fine for the most part. The size component will trigger on submit. However, if I load the page it's validating the NotNull validation will trigger the moment it loads reminding the user to fill in the blank input. Since this is triggered in the bean, and I'm still rather new to Spring MVC I was wondering if there was anything I could do to have it trigger on submit instead of load.
Controller code...
@RequestMapping(value = ""/App"")   -CODE- .",0
31,https://stackoverflow.com/questions/1524824,How can I in a jsp page get maven project version number?,"I am working on a java web application, managed by maven2. From time to time, we did some changes, and want to do new releases, of course with new version number. In the homepage (jsp), there is text like : -CODE- . Is it possible, every time I do a new release, I only change the <version/> in pom.xml, and version number in jsp can be automatically filled by this maven ${project.version}? I tried maven profile, however it doesn't seem to work. any ideas? Thank you. ",0
32,https://stackoverflow.com/questions/26881419,Java integer division result as double?,I currently have this code: -CODE- . You can test it here. Why is the output 0.00 and not 0.5? ,1
33,https://stackoverflow.com/questions/30956461,Why is this code working without volatile?,"I am new to Java, I am currently learning about volatile. Say I have the following code: -CODE- . Output: -CODE- . This code has two threads (the main thread and another thread). Why is the other thread able to modify the value of b, shouldn't b be volatile in order for this to happen? ",0
34,https://stackoverflow.com/questions/28489322,Extract subclass elements from List of parent class,I currently have a list like so: -CODE- . now I want to extract the elements from parentList who are of type subclass A. I want to do the following but without errors: -CODE- . I am not sure how I can do this. I keep getting errors that I am adding what could be the wrong object type/class to the list and I understand why but I don't know how to change the code to make it work. Edit: The error (I've renamed the classes to match the ones used above): -CODE- . ,1
35,https://stackoverflow.com/questions/19638691,How do I convert a exist Java project to maven project?,"I've installed m2eclipse, and using the embedded Maven3. Now I want to add dependencies to my project(there are existing jars), but the search result is always 0, how do I deal with this ? I don't want to download all jars for now, just want to create the dependencies now. ",0
36,https://stackoverflow.com/questions/9510369,Using JDBC with online MySQL DB for an Android app,"I've seen many tutorials referring to how to do this locally and the rest of the tutorials are so riddled with mistakes that I was unable to salvage them (none of them referred to doing this with Android). I've seen tutorials for using local DBs with android (that looks pretty simple). I want to be able to read/write to a MySQL DB I have on a server from the app. Before anyone asks: the user will not be entering info in/have access to the data going to the server. I'm also unsure of what Class.forName I'd be able to use; I know ""com.mysql.jdbc.Driver"" requires additional drivers (which seems like a bad choice considering I want to use this for android apps). Any tutorials or advice that would help me accomplish this? Perhaps I'm simply failing to find good tutorials, but so far the tutorials have left me more confused than when I started. ",1
37,https://stackoverflow.com/questions/16632838,Tomcat Memory Exception,I am a complete Tomcat novice but I need to use it to run a bit of Rest API software. Everything is great apart from the response I am getting when we try to run a request. Any tips - for a novice - on how to fix this would be really appreciated! Thanks.  -CODE- .,0
38,https://stackoverflow.com/questions/6111645,Difference between TimerTask and Executors.newScheduledThreadPool(1),I need to schedule some work to be done in the future. I can do it in 2 ways: [1]Create a TimerTask and execute timer.schedule(...);. [2]Use Executors.newScheduledThreadPool(1): -CODE- . . What is the difference between these 2 ways of scheduling the work in the future? ,1
39,https://stackoverflow.com/questions/1235179,Simple way to repeat a String in java,"I'm looking for a simple commons method or operator that allows me to repeat some String n times. I know I could write this using a for loop, but I wish to avoid for loops whenever necessary and a simple direct method should exist somewhere. -CODE- . Related to: repeat string javascript Create NSString by repeating another string a given number of times. Edited. I try to avoid for loops when they are not completely necessary because: [1]They add to the number of lines of code even if they are tucked away in another function.. [2]Someone reading my code has to figure out what I am doing in that for loop. Even if it is commented and has meaningful variables names, they still have to make sure it is not doing anything ""clever"".. [3]Programmers love to put clever things in for loops, even if I write it to ""only do what it is intended to do"", that does not preclude someone coming along and adding some additional clever ""fix"".. [4]They are very often easy to get wrong. For loops involving indexes tend to generate off by one bugs.. [5]For loops often reuse the same variables, increasing the chance of really hard to find scoping bugs.. [6]For loops increase the number of places a bug hunter has to look.. ",1
40,https://stackoverflow.com/questions/302016,Accessing an SDF SQLServer Mobile file from Java,"Here at work we want to access the data inside a .sdf file generated in a PDA with SQLServer Mobile Edition. We use the SqlJDBC4 packet for JDBC but can't get into the server. We know it's running because we can telnet into it, but from the Java code we just get once and again that we can't connect to server. We use this connection String: -CODE- . Any fellow stackoverflower can tell us the right connection string or whatever we are doing wrong? ",1
41,https://stackoverflow.com/questions/21781161,How can I do something every second? [LibGDX],"Lets say I want to make a loop or something that prints out, for example, ""Mario"" every second. How can I do this? Can't seem to find any good tutorials that teach this anywhere =P. ",1
42,https://stackoverflow.com/questions/7408566,Java Double value = 0.01 changes to 0.009999999999999787," -CODE- . I'm writing a basic command-line program in Java for my high school course. We're only working with variables right now. It's used to calculate the amount of bills and coins of whatever type in your change after a purchase. This is my program: -CODE- . It should all work but at the last step when there's $0.01 leftover, number of pennies should be 1 but instead, it's 0. After a few minutes of stepping into the code and outputting the change value to the console, I've found out that at the last step when change = 0.01, it changes to 0.009999999999999787. Why is this happening? ",1
43,https://stackoverflow.com/questions/18297919,Error in OCJP exam simulation: how many objects are really created?,"In a simulation for a the OCJP certification I found this question: -CODE- . They state that the correct answer is 4 because they state: -CODE- . But for me it's wrong and it should be 3, because s1 and s2 are the same object. What do you think? ",1
44,https://stackoverflow.com/questions/2768697,Any YAML based fixture loader for Java?,I've used DbUnit but after playing about with the Play Framework recently I've found it's Fixtures.load(String yamlFilename) really useful. Anyone know of a similar tool that can be used with any Java project? ,1
45,https://stackoverflow.com/questions/13452324,Unicode characters (Arabic letters) show up as question marks in IDE console,"I am using JSF 2.0 and I have text field as  -CODE- .  -CODE- .When I run this project and enter ???????????????? in textbox, in IDE console I see as below. -CODE- . Any idea why this is happening?",0
46,https://stackoverflow.com/questions/2694439,How does volatile actually work?,Marking a variable as volatile in Java ensures that every thread sees the value that was last written to it instead of some stale value. I was wondering how this is actually achieved. Does the JVM emit special instructions that flush the CPU cashes or something? ,0
47,https://stackoverflow.com/questions/8464481,How to add page number in Header using itext in Java?,I am unable to get the code to add the page number X of Y in Header of the page. ,1
48,https://stackoverflow.com/questions/8486933,How to write a script that's parseable in both Java and C++,"We've got Java and C++ implementations of our product, which is a distributed messaging system. I'm writing a framework to run a system test across multiple servers. I need our ""test coordinator"" process to send instructions to each server telling it what to do (e.g. send 100 sample messages, or wait for a message, etc). I'd really like to implement this by sending a script to each server containing its instructions. This allows me to create dumb test servers, with all the intelligence embedded in the test instructions. If all my servers were Java I'd write this in Groovy or a similar language. But I'd like our C++ implementation to parse the same script. I'm wondering if I could execute Javascript to call Java/C++ classes to send messages etc. Is there a neat way of doing this? If all else fails I'll create an XML format to declaratively contain the test parameters (rather than imperatively containing the test instructions). But this would require the test servers to contain more test-specific intelligence than I'd like. Any advice gratefully received. ",0
49,https://stackoverflow.com/questions/4163312,How to set up other-than-eclipse Java compiler for Eclipse IDE,"I noticed that Eclipse IDE (for Java, version 3.5.1) uses it's own java compiler(s), but I can't find how to change it. Is it even possible? Maybe it's kinda trivial, but after many years of using IntelliJ IDEA I find returning to Eclipse a little bit awkward. Thanks. UPDATE: Since more detailed explanation was requested, I'm doing that. So, recently I was helping out some fellow Java developer and noticed he is using Eclipse w/o Sun's JDK. Since company-wide we are using only Sun's JDKs, I found it rather strange. It appeared that he has only Eclipse and no additional tools for compiling java code (like javac) are required. This is because Eclipse comes bundled with its own compiler (check this for more details). By itself I find this feature quite nice, and I believe there were good reasons for that. But I would like all our company developers to use same compiler to generate java bytecode (.class files). And to run this in same JVMs. Just for sake of having as unified environment as possible and eliminating additional environment-specific issues. I have no problem with specifying JRE in Eclipse. But I failed to find how to change default Java compiler to javac. On the other hand, my primary IDE IntelliJ IDEA allows do that (choose between javac, jikes or eclipse compilers). So I just wanted to know if same is possible in Eclipse or not. Additionally: [1]No, I have no real problems with Eclipse compiler as such, this is simply matter of being able to choose.. [2]I know that Apache Ant and other solutions can be used to compile Java code with any compiler. But here I'm interested in Eclipse and its integrated project building (e.g. menu items under Project menu).. ",0
50,https://stackoverflow.com/questions/27879448,android.view.InflateException: Binary XML file line #1: Error inflating class android.widget.RelativeLayout,"I get that error when I try running my app. I saw other posts on this topic, but none of them were applicable to this code. One solution that is not applicable here was changing the android:background property to a drawable. That obviously is not true here. Here is the activities code: -CODE- . Full error logs: -CODE- . Thanks! ",1
51,https://stackoverflow.com/questions/26755943,MariaDB fails to work after being idle for a period,"On my webapp, I often get the following exception: java.sql.SQLNonTransientConnectionException: Could not send query: Last packet not finished it usually happens after a long period of time the system is idle. A restart to the tomcat solves the issue temporarily.
I've recently moved to RHEL7 on my production server (running tomcat7 and mariaDB 5.5). This error hadn't not happened on the old server (ran RHEL5 with mySQL). I updated the java database drivers from mysql drivers that were used on the old server, to the latest stable mariadb connector: mariadb-java-client-1.1.7.jar.
Any ideas how to fix the problem or a workaround? -CODE- .
Here is the full log of this exception:",1
52,https://stackoverflow.com/questions/9049595,installation fail when installing the android plugin for eclipse.., -CODE- . ,0
53,https://stackoverflow.com/questions/15781211,How to check Returned Server Code Using DOM?,"I am getting data from a REST based web service outputting data in XML format. As I am using DOM and later parsing it to a doc using the DocumentBuilder I am not able to get the server's HTTP Status Code if there is any error. So, is it Possible to return the HTTP Status Code? Here is a little snippet: -CODE- . Any advice is much appreciable. Thanks. ",1
54,https://stackoverflow.com/questions/32248366,Frequently getting exceptions in java while downloading files from third party download managers in struts2-tiles2 framework,"In logs, i have found that i am getting following exception in stacktrace of tomcat logs & log4j file: -CODE- . Using struts2 file download stream, i am just giving links on html page and when user clicks on the link an exception gets occured at server end, as mentioned above. I am not sure if this relates with tiles because i am using html body tag in tiles body & layout page as well.
This is my struts2 code â€? -CODE- . This is my Action class code:  -CODE- . I am not using output stream anywhere. Still i am getting exception on server side.",1
55,https://stackoverflow.com/questions/9331867,programmatically discover java unlimited encryption,"I have a Java app that requires JCE Unlimited Strength policy files to be installed in order to generate certificates. However, currently, the system fails silently if the files are not installed, rather than throwing an exception or something. Is there a programmatic way to check for these files from within the app? thanks. ",1
56,https://stackoverflow.com/questions/30168878,How to disable processing of JSP URLs in Spring MVC?,"I have a Spring MVC app with various methods annotated by for example: -CODE- . In the majority of cases this works perfectly fine; the "".+"" regex means filenames containing a dot character with an extension also work fine (as described here Spring MVC @PathVariable getting truncated ) However if the request is ""/SomeUrl/Something.jsp"", then the request never even hits my method, presumably because Spring MVC has built in processing that notices that the extension is .jsp and then searches for an actual file called Something.jsp. My app does have JSPs, but they are all accessed via @RequestMapping methods or servlets, the JSPs are never accessed directly. So how can I disable Spring MVC from performing any special processing with the .jsp extension? FYI in my web.xml I pipe everything into the MVC dispatcher like so: -CODE- . dispatcher-servlet.xml contains the following: -CODE- . Many thanks for any suggestions on this! ",0
57,https://stackoverflow.com/questions/7351242,Is it such a bad idea to capture OutOfMemoryError?," -CODE- . OutOfMemoryError are: -CODE- . Java says: -CODE- . This feels like hearing: -CODE- . Let's imagine a scenario where one is running a service. For some reason, another application on the same server is eating a lot of memory, causing an unexpected OOM in your service. Is it such a bad idea to try to reduce this service's memory consumption in order to remain available to user? Or is there something more fundamental happening at the JVM level preventing the implementation of such a solution after the OOM has been thrown? ",1
58,https://stackoverflow.com/questions/1581977,Does C# have an equivalent of Java static nested class?,I am converting Java into C# and have the following code (see discussion in Java Context about its use). One approach might be to create a separate file/class but is there a C# idom which preserves the intention in the Java code? -CODE- . ,0
59,https://stackoverflow.com/questions/33742322,Continue to get info from scanner in catch block,"I'm simply want to get a valid int value for age. But when user enters an string, why i cant get an int again? Here is my code: -CODE- . I want to request to enter a valid int value until a valid input enters. ",1
60,https://stackoverflow.com/questions/4568896,difference between Object reference and Object hash code,whats the difference between an Object's reference and the same object's hash code value in java ? ,1
61,https://stackoverflow.com/questions/24628402,The simplest way to create jar file?,I have a java project and i need to create jar file from my project . any body can tell me what is the simplest way to make this? ,0
62,https://stackoverflow.com/questions/7758117,Java SQL [ limit | rownum ... ] uniformization API,"I'm faced with the task of adding ""DB pagination"" while executing the query and not while serving the user with results. The problem is that each DB engine has it's own approach to SQL for subtracting a set of results from the entire set. To be more precise, if one wants results N to N+d using: -CODE- . For now we provide support for Oracle & MySQL, but one can never know the clients requests, so I am trying to have a general implementation available, therefore I am looking for a library that provides some functionality like this: -CODE- . Any suggestion is welcome. Thank you. ",0
63,https://stackoverflow.com/questions/29783651,How to handle double quotes in Pattern.compile?,I have the following piece of regex which works in an online regex tester: -CODE- . I want to use this in a Beanshell Script like this: -CODE- . How do I handle the double quotes here? Thanks. ,1
64,https://stackoverflow.com/questions/17862769,"""main"" java.lang.OutOfMemoryError in Hashtable sorting and reversing",I am trying to sort a ArrayList of Hashtable (ArrayList>). some Hastable has 3345588 entries. When I tried to sort and assign the reverse order in hastable I found : -CODE- . my code is as below: -CODE- . ,1
65,https://stackoverflow.com/questions/33426469,Java- How do I draw on a JFrame without losing it's existing drawing,"I want my java program to draw string ""hello"" as the input method parameter changes, without losing the previous drawings. In other words the frame has to draw many strings of ""Hello"" one after the other until the program is forced to stop. Currently it is showing only one word of ""hello"" with it's new y position changed. How do I change the program below to draw many words of ""hello"" s with new y positions? Your help is much appreciated. thanks . codes: -CODE- . ",1
66,https://stackoverflow.com/questions/20064374,Parsing JSON api starting from an array - [,"I am having trouble parsing my JSON API - -CODE- . I've read some tutorials online, with a JSONParser class in which there is a getJSONFromURL method which returns JSONObject. But in all these tutorials their API starts from a JSON Object {, whereas mine starts from an array [. What changes do I need to make so that I can parse this api? Any other way of doing it? Please help me out, its been a head-scratcher for 3 days. Here is my JSONParser class - -CODE- . and here is what I am doing to parse it - -CODE- . when I tried this, logcat showing - -CODE- . and: -CODE- . ",1
67,https://stackoverflow.com/questions/8656085,How to send an Image from Web Service in Spring,I am facing problem while sending an Image using Spring Web Service. I have written controller as below: -CODE- . @ResponseBody converts response into JSON. I am using RestClient to test Web Service. But When I'm hitting with http://localhost:8080/my-war-name/rest/image URL. -CODE- . I facing following error on RestClient: -CODE- . When i'm using browsers Chrome and Firefox. Headers are not added so error was expected (Please guide me on this) -CODE- . I have also faced below error once: -CODE- . I have followed http://krams915.blogspot.com/2011/02/spring-3-rest-web-service-provider-and.html tutorial. My requirment is to send image in byte format to Android Client. ,0
68,https://stackoverflow.com/questions/30942605,Generic Comparable gets a compiler error,"I have this code: -CODE- . I expect to put String objects into this tree, and String implements Comparable, so this looked good at first glance. But I'm getting the error: -CODE- . Suggestions? ",1
69,https://stackoverflow.com/questions/25865844,Oracle JDBC driver auto formatting the date column,"I am facing a problem where even though dates are stored in Oracle Database in default date format i.e dd-Mon-yy (for example 28-MAR-11) ,the date columns are automatically formatted into yyyy-MM-dd (for example 2011-03-28) while connecting to Oracle database from java using Oracle JDBC driver.Looked into the documentation but could not find any setting change that would effect the default date format. I want to resolve this problem by making the configuration changes instead of formatting the dates in java.Please let me know if there is a solution. Note:I am using spring JDBC. ",0
70,https://stackoverflow.com/questions/13252133,Out of memory while processing large number of objects in HashMap/Hashtable/ArrayList,"I am working on a project, in which need to load thousands of object's data in HashMap/Hashtable/ArrayList. No issue with small application but it goes out of memory in large application. Please suggest how to handle this situation? ",1
71,https://stackoverflow.com/questions/29019958,"Java 'throws' clause not needed when throwing a new NPE? and why does adding ""throws Exception"" give compilation errors?","I got curious about the 'throws' clause and wrote the following piece of code (I use Eclipse with Java7). Originally I had started with only blocks 1 and 5 (expecting a compilation error, which did not occur...) and then this led me to writing the other blocks. -CODE- . To be honest I would have expected: (a) a compilation error in 1. (unhandled exception? shouldn't my method notify any 'subsequent caller' that this is going to throw some kind of exception?) (b) some kind of problem in 4. (possibly a compilation error? I'm throwing a NPE while the clause says IAE) (c) compilation errors in 5. 6. 7. and 8. (unhandled exceptions? I'm omitting the 'throws' clause) (d) perhaps someone could also tell me why 6. is the only one where I got the compilation error... ",0
72,https://stackoverflow.com/questions/2547713,Why static fields are not initialized in time?,"The following code prints null once. -CODE- . Why are the static objects not initialized before the constructor runs? Update. I'd just copied this example program without attention, I thought we were talking about 2 Object fields, now I saw that the first is a MyClass field.. :/ ",0
