url,sentence,title,body,arbitration
https://stackoverflow.com/questions/5195837,I need Float value return not Double. .,Format Float to n decimal places,"I need to change_data_into_doccano_format a float to ""n""decimal places. was trying to BigDecimal, but the return value is not correct... -CODE- . I need to return a float value with the number of decimal places that I specify. I need Float value return not Double. .",no
https://stackoverflow.com/questions/9210514,Unable to find valid certification path to requested target - error even after cert imported,Unable to find valid certification path to requested target - error even after cert imported,"I have a Java client trying to access a server with a self-signed certificate. When I try to Post to the server, I get the following error: -CODE- . Having done some research on the issue, I then did the following. [1]Saved my servers domain name as a root.cer file.. [2]In my Glassfish server's JRE, I ran this: keytool -import -alias example -keystore cacerts -file root.cer. [3]To check the cert was added to my cacert successfully, I did this: keytool -list -v -keystore cacerts I can see the cert is present.. [4]I then restarted Glassfish and retired the 'post'.. I am still getting thesame error. I have a feeling this is because my Glassfish is not actually reading the cacert file that I have amended but maybe some other one. Have any of you had this issue and can push me in the right direction?",no
https://stackoverflow.com/questions/9210514,#NAME?,Unable to find valid certification path to requested target - error even after cert imported,"I have a Java client trying to access a server with a self-signed certificate. When I try to Post to the server, I get the following error: -CODE- . Having done some research on the issue, I then did the following. [1]Saved my servers domain name as a root.cer file.. [2]In my Glassfish server's JRE, I ran this: keytool -import -alias example -keystore cacerts -file root.cer. [3]To check the cert was added to my cacert successfully, I did this: keytool -list -v -keystore cacerts I can see the cert is present.. [4]I then restarted Glassfish and retired the 'post'.. I am still getting thesame error. I have a feeling this is because my Glassfish is not actually reading the cacert file that I have amended but maybe some other one. Have any of you had this issue and can push me in the right direction?",no
https://stackoverflow.com/questions/9210514,", I ran this: keytool -import",Unable to find valid certification path to requested target - error even after cert imported,"I have a Java client trying to access a server with a self-signed certificate. When I try to Post to the server, I get the following error: -CODE- . Having done some research on the issue, I then did the following. [1]Saved my servers domain name as a root.cer file.. [2]In my Glassfish server's JRE, I ran this: keytool -import -alias example -keystore cacerts -file root.cer. [3]To check the cert was added to my cacert successfully, I did this: keytool -list -v -keystore cacerts I can see the cert is present.. [4]I then restarted Glassfish and retired the 'post'.. I am still getting thesame error. I have a feeling this is because my Glassfish is not actually reading the cacert file that I have amended but maybe some other one. Have any of you had this issue and can push me in the right direction?",no
https://stackoverflow.com/questions/9210514,Have any of you had this issue and can push me in the right direction?,Unable to find valid certification path to requested target - error even after cert imported,"I have a Java client trying to access a server with a self-signed certificate. When I try to Post to the server, I get the following error: -CODE- . Having done some research on the issue, I then did the following. [1]Saved my servers domain name as a root.cer file.. [2]In my Glassfish server's JRE, I ran this: keytool -import -alias example -keystore cacerts -file root.cer. [3]To check the cert was added to my cacert successfully, I did this: keytool -list -v -keystore cacerts I can see the cert is present.. [4]I then restarted Glassfish and retired the 'post'.. I am still getting thesame error. I have a feeling this is because my Glassfish is not actually reading the cacert file that I have amended but maybe some other one. Have any of you had this issue and can push me in the right direction?",no
https://stackoverflow.com/questions/9210514,[2]In my Glassfish server's JRE,Unable to find valid certification path to requested target - error even after cert imported,"I have a Java client trying to access a server with a self-signed certificate. When I try to Post to the server, I get the following error: -CODE- . Having done some research on the issue, I then did the following. [1]Saved my servers domain name as a root.cer file.. [2]In my Glassfish server's JRE, I ran this: keytool -import -alias example -keystore cacerts -file root.cer. [3]To check the cert was added to my cacert successfully, I did this: keytool -list -v -keystore cacerts I can see the cert is present.. [4]I then restarted Glassfish and retired the 'post'.. I am still getting thesame error. I have a feeling this is because my Glassfish is not actually reading the cacert file that I have amended but maybe some other one. Have any of you had this issue and can push me in the right direction?",no
https://stackoverflow.com/questions/9471194,Unable to execute dex: GC overhead limit exceeded in Eclipse,Unable to execute dex: GC overhead limit exceeded in Eclipse,"When I downloaded the Git project OsmAnd and went to compile it, Eclipse returned these errors: -CODE- . Google and Stackoverflow said that I must change -Xms40m -Xmx384m in eclipse.ini. Conversion to Dalvik change_data_into_doccano_format failed: Unable to execute dex: Java heap space. I cleaned project and restarted Eclipse, but it did not help. I found this link: Tips for Android developer: 鈥淐onversion to Dalvik change_data_into_doccano_format failed: Unable to execute dex: null鈥?But I do not know which .jar from my project to change the input in. If anyone can help, I can send the project to them.",no
https://stackoverflow.com/questions/9471194,"If anyone can help, I can send the project to them.",Unable to execute dex: GC overhead limit exceeded in Eclipse,"When I downloaded the Git project OsmAnd and went to compile it, Eclipse returned these errors: -CODE- . Google and Stackoverflow said that I must change -Xms40m -Xmx384m in eclipse.ini. Conversion to Dalvik change_data_into_doccano_format failed: Unable to execute dex: Java heap space. I cleaned project and restarted Eclipse, but it did not help. I found this link: Tips for Android developer: 鈥淐onversion to Dalvik change_data_into_doccano_format failed: Unable to execute dex: null鈥?But I do not know which .jar from my project to change the input in. If anyone can help, I can send the project to them.",no
https://stackoverflow.com/questions/9471194,Conversion to Dalvik change_data_into_doccano_format failed: Unable to execute dex: Java heap space.,Unable to execute dex: GC overhead limit exceeded in Eclipse,"When I downloaded the Git project OsmAnd and went to compile it, Eclipse returned these errors: -CODE- . Google and Stackoverflow said that I must change -Xms40m -Xmx384m in eclipse.ini. Conversion to Dalvik change_data_into_doccano_format failed: Unable to execute dex: Java heap space. I cleaned project and restarted Eclipse, but it did not help. I found this link: Tips for Android developer: 鈥淐onversion to Dalvik change_data_into_doccano_format failed: Unable to execute dex: null鈥?But I do not know which .jar from my project to change the input in. If anyone can help, I can send the project to them.",no
https://stackoverflow.com/questions/9471194,from my project to change the input in.,Unable to execute dex: GC overhead limit exceeded in Eclipse,"When I downloaded the Git project OsmAnd and went to compile it, Eclipse returned these errors: -CODE- . Google and Stackoverflow said that I must change -Xms40m -Xmx384m in eclipse.ini. Conversion to Dalvik change_data_into_doccano_format failed: Unable to execute dex: Java heap space. I cleaned project and restarted Eclipse, but it did not help. I found this link: Tips for Android developer: 鈥淐onversion to Dalvik change_data_into_doccano_format failed: Unable to execute dex: null鈥?But I do not know which .jar from my project to change the input in. If anyone can help, I can send the project to them.",no
https://stackoverflow.com/questions/22917138,I'd like to use : -CODE- .,Java 8 method references: provide a Supplier capable of supplying a parameterized result,I'd like to use : -CODE- . with an Exception type that asks for a constructor parameter. Something like this: -CODE- . Is there a way to create a Supplier that passes my argument value in?,no
https://stackoverflow.com/questions/11552248,When to use @QueryParam vs @PathParam,When to use @QueryParam vs @PathParam,"I am not asking the question that is already asked here: What is the difference between @PathParam and @QueryParam. This is a ""best practices"" or convention question. When would you use @PathParam vs @QueryParam. What I can think of that the decision might be using the two to differentiate the information pattern. Let me illustrate below my LTPO - less than perfect observation. PathParam use could be reserved for information category, which would fall nicely into a branch of an information tree. PathParam could be used to drill down to entity class hierarchy. Whereas, QueryParam could be reserved for specifying attributes to locate the instance of a class. For example, [1]/Vehicle/Car?registration=123. [2]/House/Colonial?region=newengland. /category?instance: -CODE- . vs /category/instance: -CODE- . vs ?category+instance: -CODE- . I don't think there is a standard convention of doing it. Is there? However, I would like to hear of how people use PathParam vs QueryParam to differentiate their information like I exemplified above. I would also love to hear the reason behind the practice.",no
https://stackoverflow.com/questions/11552248,When would you use @PathParam vs @QueryParam.,When to use @QueryParam vs @PathParam,"I am not asking the question that is already asked here: What is the difference between @PathParam and @QueryParam. This is a ""best practices"" or convention question. When would you use @PathParam vs @QueryParam. What I can think of that the decision might be using the two to differentiate the information pattern. Let me illustrate below my LTPO - less than perfect observation. PathParam use could be reserved for information category, which would fall nicely into a branch of an information tree. PathParam could be used to drill down to entity class hierarchy. Whereas, QueryParam could be reserved for specifying attributes to locate the instance of a class. For example, [1]/Vehicle/Car?registration=123. [2]/House/Colonial?region=newengland. /category?instance: -CODE- . vs /category/instance: -CODE- . vs ?category+instance: -CODE- . I don't think there is a standard convention of doing it. Is there? However, I would like to hear of how people use PathParam vs QueryParam to differentiate their information like I exemplified above. I would also love to hear the reason behind the practice.",no
https://stackoverflow.com/questions/11552248,[2]/House/Colonial?region=newengland.,When to use @QueryParam vs @PathParam,"I am not asking the question that is already asked here: What is the difference between @PathParam and @QueryParam. This is a ""best practices"" or convention question. When would you use @PathParam vs @QueryParam. What I can think of that the decision might be using the two to differentiate the information pattern. Let me illustrate below my LTPO - less than perfect observation. PathParam use could be reserved for information category, which would fall nicely into a branch of an information tree. PathParam could be used to drill down to entity class hierarchy. Whereas, QueryParam could be reserved for specifying attributes to locate the instance of a class. For example, [1]/Vehicle/Car?registration=123. [2]/House/Colonial?region=newengland. /category?instance: -CODE- . vs /category/instance: -CODE- . vs ?category+instance: -CODE- . I don't think there is a standard convention of doing it. Is there? However, I would like to hear of how people use PathParam vs QueryParam to differentiate their information like I exemplified above. I would also love to hear the reason behind the practice.",no
https://stackoverflow.com/questions/5195837,Format Float to n decimal places,Format Float to n decimal places,"I need to change_data_into_doccano_format a float to ""n""decimal places. was trying to BigDecimal, but the return value is not correct... -CODE- . I need to return a float value with the number of decimal places that I specify. I need Float value return not Double. .",no
https://stackoverflow.com/questions/11552248,PathParam could be used to drill down to entity class hierarchy.,When to use @QueryParam vs @PathParam,"I am not asking the question that is already asked here: What is the difference between @PathParam and @QueryParam. This is a ""best practices"" or convention question. When would you use @PathParam vs @QueryParam. What I can think of that the decision might be using the two to differentiate the information pattern. Let me illustrate below my LTPO - less than perfect observation. PathParam use could be reserved for information category, which would fall nicely into a branch of an information tree. PathParam could be used to drill down to entity class hierarchy. Whereas, QueryParam could be reserved for specifying attributes to locate the instance of a class. For example, [1]/Vehicle/Car?registration=123. [2]/House/Colonial?region=newengland. /category?instance: -CODE- . vs /category/instance: -CODE- . vs ?category+instance: -CODE- . I don't think there is a standard convention of doing it. Is there? However, I would like to hear of how people use PathParam vs QueryParam to differentiate their information like I exemplified above. I would also love to hear the reason behind the practice.",no
https://stackoverflow.com/questions/631598,How to use Junit to test asynchronous processes,How to use Junit to test asynchronous processes,"How do you test methods that fire asynchronous processes with Junit? I don't know how to make my test wait for the process to end (it is not exactly a unit test, it is more like an integration test as it involves several classes and not just one)",yes
https://stackoverflow.com/questions/631598,I don't know how to make my test wait for the process to end,How to use Junit to test asynchronous processes,"How do you test methods that fire asynchronous processes with Junit? I don't know how to make my test wait for the process to end (it is not exactly a unit test, it is more like an integration test as it involves several classes and not just one)",no
https://stackoverflow.com/questions/631598,"(it is not exactly a unit test, it is more like an integration test as it involves several classes and not just one)",How to use Junit to test asynchronous processes,"How do you test methods that fire asynchronous processes with Junit? I don't know how to make my test wait for the process to end (it is not exactly a unit test, it is more like an integration test as it involves several classes and not just one)",no
https://stackoverflow.com/questions/6587729,How to use IntelliJ IDEA to find all unused code?,How to use IntelliJ IDEA to find all unused code?,When I am in a .java file the unused code is usually grayed out or has a green underline saying this code will probably (probably because of some weird JNI/Reflection corner cases) be unused. But I have this project with thousands of Java files and I want to find ALL INSTANCES of such probable-unused codes. How can I do that in IntelliJ IDEA?,no
https://stackoverflow.com/questions/6587729,But I have this project with thousands of Java files and I want to find ALL INSTANCES of such probable-unused codes.,How to use IntelliJ IDEA to find all unused code?,When I am in a .java file the unused code is usually grayed out or has a green underline saying this code will probably (probably because of some weird JNI/Reflection corner cases) be unused. But I have this project with thousands of Java files and I want to find ALL INSTANCES of such probable-unused codes. How can I do that in IntelliJ IDEA?,no
https://stackoverflow.com/questions/5982447,How to convert Set<String> to String[]?,How to convert Set<String> to String[]?,"I need to get a String[] out of a Set<String>, but I don't know how to do it. The following fails: -CODE- . How can I fix it so that it works?",no
https://stackoverflow.com/questions/5778658,How to convert OutputStream to InputStream?,How to convert OutputStream to InputStream?,"I am on the stage of development, where I have two modules and from one I got output as a OutputStream and second one, which accepts only InputStream. Do you know how to convert OutputStream to InputStream (not vice versa, I mean really this way) that I will be able to connect these two parts? Thanks.",no
https://stackoverflow.com/questions/5778658,"Do you know how to convert OutputStream to InputStream (not vice versa, I mean really this way) that I will be able to connect these two parts?",How to convert OutputStream to InputStream?,"I am on the stage of development, where I have two modules and from one I got output as a OutputStream and second one, which accepts only InputStream. Do you know how to convert OutputStream to InputStream (not vice versa, I mean really this way) that I will be able to connect these two parts? Thanks.",no
https://stackoverflow.com/questions/2449461,Convert Existing Eclipse Project to Maven Project,Convert Existing Eclipse Project to Maven Project,"For a project at work, we're considering using the Maven plugin for Eclipse to automate our builds. Right now the procedure is far more complicated than it ought to be, and we're hoping that Maven will simplify things to a one-click build. My question is, is there a wizard or automatic importer for converting an existing Eclipse Java project to a Maven project, using the Maven plugin? Or should I create a new Maven project and manually copy over all source files, libs, etc.",no
https://stackoverflow.com/questions/2449461,"My question is, is there a wizard or automatic importer for converting an existing Eclipse Java project to a Maven project, using the Maven plugin?",Convert Existing Eclipse Project to Maven Project,"For a project at work, we're considering using the Maven plugin for Eclipse to automate our builds. Right now the procedure is far more complicated than it ought to be, and we're hoping that Maven will simplify things to a one-click build. My question is, is there a wizard or automatic importer for converting an existing Eclipse Java project to a Maven project, using the Maven plugin? Or should I create a new Maven project and manually copy over all source files, libs, etc.",no
https://stackoverflow.com/questions/5195837,"was trying to BigDecimal, but the return value is not correct...",Format Float to n decimal places,"I need to change_data_into_doccano_format a float to ""n""decimal places. was trying to BigDecimal, but the return value is not correct... -CODE- . I need to return a float value with the number of decimal places that I specify. I need Float value return not Double. .",no
https://stackoverflow.com/questions/5195837,"I need to change_data_into_doccano_format a float to ""n""decimal places.",Format Float to n decimal places,"I need to change_data_into_doccano_format a float to ""n""decimal places. was trying to BigDecimal, but the return value is not correct... -CODE- . I need to return a float value with the number of decimal places that I specify. I need Float value return not Double. .",no
https://stackoverflow.com/questions/5195837,I need to return a float value with the number of decimal places that I specify.,Format Float to n decimal places,"I need to change_data_into_doccano_format a float to ""n""decimal places. was trying to BigDecimal, but the return value is not correct... -CODE- . I need to return a float value with the number of decimal places that I specify. I need Float value return not Double. .",no
https://stackoverflow.com/questions/8882295,Which method to use?,How to get the first element of the List or Set?,I'd like to know if I can get the first element of a list or set. Which method to use?,no
https://stackoverflow.com/questions/4778113,None seem to work this time.,Android Eclipse - Could not find *.apk,"I know this question has been asked before and I have seen a plethora of solutions out there, yet none seem to work for me. I was able to build my apk without issues until this error started cropping up. I have tried cleaning my project, removing it from the workspace and reimporting it, removing ""Java Builder"" from my Builders for the project, building the project manually, reordering my java build path. I have no visible compiler issues and no problems exist in my workspace. I did experience this issue before and solved it once by removing the project form my workspace and re-importing it and another time I solved it by removing ""Java Builder"" from my java build path. None seem to work this time. I currently have most of the settings set back to default (i.e. java build is checked again). I am running windows 7 (64 bit) and using jdk1.6.0_21 via Eclipse 3.6. Any suggestions would be greatly appreciated as I have lost loads of development time troubleshooting this already. [Update] My locale is English & I have tried removing the debug.keystore, United States as related to issue 834.",no
https://stackoverflow.com/questions/4778113,I was able to build my apk without issues until this error started cropping up.,Android Eclipse - Could not find *.apk,"I know this question has been asked before and I have seen a plethora of solutions out there, yet none seem to work for me. I was able to build my apk without issues until this error started cropping up. I have tried cleaning my project, removing it from the workspace and reimporting it, removing ""Java Builder"" from my Builders for the project, building the project manually, reordering my java build path. I have no visible compiler issues and no problems exist in my workspace. I did experience this issue before and solved it once by removing the project form my workspace and re-importing it and another time I solved it by removing ""Java Builder"" from my java build path. None seem to work this time. I currently have most of the settings set back to default (i.e. java build is checked again). I am running windows 7 (64 bit) and using jdk1.6.0_21 via Eclipse 3.6. Any suggestions would be greatly appreciated as I have lost loads of development time troubleshooting this already. [Update] My locale is English & I have tried removing the debug.keystore, United States as related to issue 834.",no
https://stackoverflow.com/questions/395401,"Just to clarify, I'm talking about Java's built-in collection",Printing Java Collections Nicely (toString Doesn't Return Pretty Output),"I wish to print a Stack<Integer> object as nicely as the Eclipse debugger does (i.e. [1,2,3...]) but printing it with out = ""output:"" + stack doesn't return this nice result. Just to clarify, I'm talking about Java's built-in collection so I can't override its toString(). How can I get a nice printable version of the stack?",no
https://stackoverflow.com/questions/395401,+ stack doesn't return this nice result.,Printing Java Collections Nicely (toString Doesn't Return Pretty Output),"I wish to print a Stack<Integer> object as nicely as the Eclipse debugger does (i.e. [1,2,3...]) but printing it with out = ""output:"" + stack doesn't return this nice result. Just to clarify, I'm talking about Java's built-in collection so I can't override its toString(). How can I get a nice printable version of the stack?",no
https://stackoverflow.com/questions/2222238,HttpServletRequest to complete URL,HttpServletRequest to complete URL,"I have an HttpServletRequest object. How do I get the complete and exact URL that caused this call to arrive at my servlet? Or at least as accurately as possible, as there are perhaps things that can be regenerated (the order of the parameters, perhaps).",yes
https://stackoverflow.com/questions/21524642,Output,"Splitting string with pipe character (""|"")","I'm not able to split values from this string: ""Food 1 | Service 3 | Atmosphere 3 | Value for money 1 "" Here's my current code: -CODE- . Output -CODE- . Expected output -CODE- .",no
https://stackoverflow.com/questions/21524642,"I'm not able to split values from this string: ""Food 1 | Service 3 | Atmosphere 3 | Value for money 1","Splitting string with pipe character (""|"")","I'm not able to split values from this string: ""Food 1 | Service 3 | Atmosphere 3 | Value for money 1 "" Here's my current code: -CODE- . Output -CODE- . Expected output -CODE- .",no
https://stackoverflow.com/questions/6029495,Range Between 65 to 80),How can I generate random number in specific range in Android?," -CODE- . I want to generate random number in a specific range. (Ex. Range Between 65 to 80) I try as per below code, but it is not very use full. It also returns the value greater then max. value(greater then 80). -CODE- . How can I generate random number in between range?",no
https://stackoverflow.com/questions/6029495,It also returns the value greater then,How can I generate random number in specific range in Android?," -CODE- . I want to generate random number in a specific range. (Ex. Range Between 65 to 80) I try as per below code, but it is not very use full. It also returns the value greater then max. value(greater then 80). -CODE- . How can I generate random number in between range?",no
https://stackoverflow.com/questions/6029495,value(greater then 80).,How can I generate random number in specific range in Android?," -CODE- . I want to generate random number in a specific range. (Ex. Range Between 65 to 80) I try as per below code, but it is not very use full. It also returns the value greater then max. value(greater then 80). -CODE- . How can I generate random number in between range?",no
https://stackoverflow.com/questions/13488419,Unable to create Android Virtual Device,Unable to create Android Virtual Device," For some reason, the OK button is not clickable when I try to create an AVD. Does anyone know what I'm doing wrong?",no
https://stackoverflow.com/questions/29241640,Error: Unable to run mksdcard SDK tool,Error: Unable to run mksdcard SDK tool,"Keep getting an error in the set-up wizard while trying to install android studio on Ubuntu. -CODE- . Also, in the terminal I get this: -CODE- .",no
https://stackoverflow.com/questions/19943766,"Hadoop ""Unable to load native-hadoop library for your platform"" warning","Hadoop ""Unable to load native-hadoop library for your platform"" warning","I'm currently configuring hadoop on a server running CentOs. When I run start-dfs.sh or stop-dfs.sh, I get the following error: -CODE- . I'm running Hadoop 2.2.0. Doing a search online brought up this link: http://balanceandbreath.blogspot.ca/2013/01/utilnativecodeloader-unable-to-load.html. However, the contents of /native/ directory on hadoop 2.x appear to be different so I am not sure what to do. I've also added these two environment variables in hadoop-env.sh: -CODE- . Any ideas?",no
https://stackoverflow.com/questions/19943766,I've also added these two environment variables in hadoop-env.sh: -CODE- .,"Hadoop ""Unable to load native-hadoop library for your platform"" warning","I'm currently configuring hadoop on a server running CentOs. When I run start-dfs.sh or stop-dfs.sh, I get the following error: -CODE- . I'm running Hadoop 2.2.0. Doing a search online brought up this link: http://balanceandbreath.blogspot.ca/2013/01/utilnativecodeloader-unable-to-load.html. However, the contents of /native/ directory on hadoop 2.x appear to be different so I am not sure what to do. I've also added these two environment variables in hadoop-env.sh: -CODE- . Any ideas?",no
https://stackoverflow.com/questions/19943766,I'm currently configuring hadoop on a server running CentOs.,"Hadoop ""Unable to load native-hadoop library for your platform"" warning","I'm currently configuring hadoop on a server running CentOs. When I run start-dfs.sh or stop-dfs.sh, I get the following error: -CODE- . I'm running Hadoop 2.2.0. Doing a search online brought up this link: http://balanceandbreath.blogspot.ca/2013/01/utilnativecodeloader-unable-to-load.html. However, the contents of /native/ directory on hadoop 2.x appear to be different so I am not sure what to do. I've also added these two environment variables in hadoop-env.sh: -CODE- . Any ideas?",no
https://stackoverflow.com/questions/2163045,How to remove line breaks from a file in Java?,How to remove line breaks from a file in Java?,How can I replace all line breaks from a string in Java in such a way that will work on Windows and Linux (ie no OS specific problems of carriage return/line feed/new line etc.)? I've tried (note readFileAsString is a function that reads a text file into a String): -CODE- . but this doesn't seem to work. How can this be done?,no
https://stackoverflow.com/questions/2163045,How can I replace all line breaks from a string in Java in such a way that will work on Windows and Linux (ie no OS specific problems of carriage return/line feed/new line etc.)?,How to remove line breaks from a file in Java?,How can I replace all line breaks from a string in Java in such a way that will work on Windows and Linux (ie no OS specific problems of carriage return/line feed/new line etc.)? I've tried (note readFileAsString is a function that reads a text file into a String): -CODE- . but this doesn't seem to work. How can this be done?,no
https://stackoverflow.com/questions/2163045,(note readFileAsString is a function that reads a text file into a String): -CODE- .,How to remove line breaks from a file in Java?,How can I replace all line breaks from a string in Java in such a way that will work on Windows and Linux (ie no OS specific problems of carriage return/line feed/new line etc.)? I've tried (note readFileAsString is a function that reads a text file into a String): -CODE- . but this doesn't seem to work. How can this be done?,no
https://stackoverflow.com/questions/2163045,but this doesn't seem to work.,How to remove line breaks from a file in Java?,How can I replace all line breaks from a string in Java in such a way that will work on Windows and Linux (ie no OS specific problems of carriage return/line feed/new line etc.)? I've tried (note readFileAsString is a function that reads a text file into a String): -CODE- . but this doesn't seem to work. How can this be done?,no
https://stackoverflow.com/questions/5042587,Convert from java.util.date to JodaTime,Convert from java.util.date to JodaTime,I want to convert a java.util.Date to JodaTime so as to carry out subtractions between dates. Is there a good concise way to convert from Date to JodaTime?,yes
https://stackoverflow.com/questions/5042587,Is there a good concise way to convert from Date to JodaTime?,Convert from java.util.date to JodaTime,I want to convert a java.util.Date to JodaTime so as to carry out subtractions between dates. Is there a good concise way to convert from Date to JodaTime?,no
https://stackoverflow.com/questions/5042587,I want to convert a java.util.Date to JodaTime so as to carry out subtractions between dates.,Convert from java.util.date to JodaTime,I want to convert a java.util.Date to JodaTime so as to carry out subtractions between dates. Is there a good concise way to convert from Date to JodaTime?,no
https://stackoverflow.com/questions/5730815,Unable to locate tools.jar,Unable to locate tools.jar,I am building a project in Java. I have this error: -CODE- . I have installed a JDK and the folder: C:\Program Files\Java\jre6\lib is in my system but the file tools.jar is not there.,no
https://stackoverflow.com/questions/7070209,Converting Integer to String with comma for thousands,Converting Integer to String with comma for thousands,"I want to convert an Integer 35634646 to have the thousand "","" so it should be 35,634,646. What would be the quickest way to doing that?",yes
https://stackoverflow.com/questions/7070209,"I want to convert an Integer 35634646 to have the thousand "","" so it should be 35,634,646.",Converting Integer to String with comma for thousands,"I want to convert an Integer 35634646 to have the thousand "","" so it should be 35,634,646. What would be the quickest way to doing that?",yes
https://stackoverflow.com/questions/20824634,android on Text Change Listener,android on Text Change Listener,"I have a situation, where there are two fields. field1 and field2. All I want to do is empty field2 when field1 is changed and vice versa. So at the end only one field has content on it. -CODE- . It works fine if I attach addTextChangedListener to field1 only, but when I do it for both fields the app crashes. Obviously because they try to change each other indefinitely. Once field1 changes it clears field2 at this moment field2 is changed so it will clear field1 and so on... Can someone suggest any solution?",no
https://stackoverflow.com/questions/20824634,"It works fine if I attach addTextChangedListener to field1 only, but when I do it for both fields the app crashes.",android on Text Change Listener,"I have a situation, where there are two fields. field1 and field2. All I want to do is empty field2 when field1 is changed and vice versa. So at the end only one field has content on it. -CODE- . It works fine if I attach addTextChangedListener to field1 only, but when I do it for both fields the app crashes. Obviously because they try to change each other indefinitely. Once field1 changes it clears field2 at this moment field2 is changed so it will clear field1 and so on... Can someone suggest any solution?",no
https://stackoverflow.com/questions/20824634,Obviously because they try to change each other indefinitely.,android on Text Change Listener,"I have a situation, where there are two fields. field1 and field2. All I want to do is empty field2 when field1 is changed and vice versa. So at the end only one field has content on it. -CODE- . It works fine if I attach addTextChangedListener to field1 only, but when I do it for both fields the app crashes. Obviously because they try to change each other indefinitely. Once field1 changes it clears field2 at this moment field2 is changed so it will clear field1 and so on... Can someone suggest any solution?",no
https://stackoverflow.com/questions/8088179,The code I'm looking to test looks something like this.,Using Mockito with multiple calls to the same method with the same arguments,"Is there a way to have a stubbed method return different objects on subsequent invocations? I'd like to do this to test nondeterminate responses from an ExecutorCompletionService. i.e. to test that irrespective of the return order of the methods, the outcome remains constant. The code I'm looking to test looks something like this. -CODE- .",no
https://stackoverflow.com/questions/8088179,I'd like to do this to test nondeterminate responses from an ExecutorCompletionService.,Using Mockito with multiple calls to the same method with the same arguments,"Is there a way to have a stubbed method return different objects on subsequent invocations? I'd like to do this to test nondeterminate responses from an ExecutorCompletionService. i.e. to test that irrespective of the return order of the methods, the outcome remains constant. The code I'm looking to test looks something like this. -CODE- .",no
https://stackoverflow.com/questions/12421444,"I need to append the result to another String, so I cannot use printf.",How to change_data_into_doccano_format a number 0..9 to display with 2 digits (it's NOT a date),"I'd like to always show a number under 100 with 2 digits (example: 03, 05, 15...) How can I append the 0 without using a conditional to check if it's under 10? I need to append the result to another String, so I cannot use printf.",no
https://stackoverflow.com/questions/8512121,UTF-8 byte[] to String,UTF-8 byte[] to String,"Let's suppose I have just used a BufferedInputStream to read the bytes of a UTF-8 encoded text file into a byte array. I know that I can use the following routine to convert the bytes to a string, but is there a more efficient/smarter way of doing this than just iterating through the bytes and converting each one? -CODE- .",no
