,url,sentence,title,body,arbitration
10,https://stackoverflow.com/questions/9027317,"How to convert milliseconds to ""hh:mm:ss"" format?","How to convert milliseconds to ""hh:mm:ss"" format?","I'm confused. After stumbling upon this thread, I tried to figure out how to format a countdown timer that had the format hh:mm:ss. Here's my attempt - -CODE- . So, when I try a value like 3600000ms, I get 01:59:00, which is wrong since it should be 01:00:00. Obviously there's something wrong with my logic, but at the moment, I cannot see what it is! Can anyone help? Edit - Fixed it. Here's the right way to format milliseconds to hh:mm:ss format - -CODE- . The problem was this TimeUnit.MINUTES.toMinutes(TimeUnit.MILLISECONDS.toHours(millis)). It should have been this TimeUnit.HOURS.toMinutes(TimeUnit.MILLISECONDS.toHours(millis)) instead.",no
11,https://stackoverflow.com/questions/11100677,How to convert FileInputStream to InputStream?,How to convert FileInputStream to InputStream?,"I just want to convert a FileInputStream to an InputStream, how can I do that? e.g : -CODE- .",no
12,https://stackoverflow.com/questions/23263490,How to convert java.sql.timestamp to LocalDate (java8) java.time?,How to convert java.sql.timestamp to LocalDate (java8) java.time?,"In Java 8, how can I convert a Timestamp (in java.sql) to a LocalDate (in java.time)?",no
13,https://stackoverflow.com/questions/21417419,How to convert AAR to JAR,How to convert AAR to JAR,"Situation: I intend to use a Java library and I only have an AAR file from a Maven repository but I need the JAR file. Background story: I tried to compile a library, but its Gradle structure was unstable. So I asked for a compiled jar file, and its developer handed me an aar file from some Maven repository (the developer couldn't compile his own project). The Gradle configuration was a mess, it depended on multiple libraries and Gradle has thrown some exceptions. I tried to use it in my IDEA IDE, but it couldn't see it. A library project should be able to be compiled into a jar file, right? Question: What should I do to convert that AAR file to a JAR file?",no
14,https://stackoverflow.com/questions/5778658,How to convert OutputStream to InputStream?,How to convert OutputStream to InputStream?,"I am on the stage of development, where I have two modules and from one I got output as a OutputStream and second one, which accepts only InputStream. Do you know how to convert OutputStream to InputStream (not vice versa, I mean really this way) that I will be able to connect these two parts? Thanks.",no
15,https://stackoverflow.com/questions/4138364,Java: How to convert List to Map,Java: How to convert List to Map,Recently I have conversation with a colleague about what would be the optimal way to convert List to Map in Java and if there any specific benefits of doing so. I want to know optimal conversion approach and would really appreciate if any one can guide me. Is this good approach: -CODE- .,yes
16,https://stackoverflow.com/questions/5982447,How to convert Set<String> to String[]?,How to convert Set<String> to String[]?,"I need to get a String[] out of a Set<String>, but I don't know how to do it. The following fails: -CODE- . How can I fix it so that it works?",no
17,https://stackoverflow.com/questions/120797,"Many times, a Java app needs to connect to the Internet.",How do I set the proxy to be used by the JVM,"Many times, a Java app needs to connect to the Internet. The most common example happens when it is reading an XML file and needs to download its schema. I am behind a proxy server. How do I set my JVM to use the proxy ?",no
18,https://stackoverflow.com/questions/1521239,How to @link to a Enum Value using Javadoc,How to @link to a Enum Value using Javadoc,"Using Javadoc 1.5, I have been unable to create a @link to an Enumeration value. What I would like to do is to create an Enum like this: -CODE- . And then refer to the Javadoc for Earth using a link like this: -CODE- . I have tried the {@link Planet#EARTH} style too, but to no avail. Anyone know if this is doable at all?",no
19,https://stackoverflow.com/questions/2319538,Most concise way to convert a Set<String> to a List<String>,Most concise way to convert a Set<String> to a List<String>,I am currently doing this: -CODE- . Can you beat this ?,yes
20,https://stackoverflow.com/questions/9863742,How to pass an ArrayList to a varargs method parameter?,How to pass an ArrayList to a varargs method parameter?,"Basically I have an ArrayList of locations: -CODE- . below this I call the following method: -CODE- . the parameters in the getMap() method are: -CODE- . The problem I'm having is I'm not sure how to pass in the WHOLE list of locations into that method. I've tried: -CODE- . but getMap doesn't accept that because it doesn't accept Objects[]. Now if I use: -CODE- . it will work perfectly... but I need to somehow pass in ALL of the locations... I could of course make keep adding locations.get(1), locations.get(2) etc. but the size of the array varies. I'm just not use to the whole concept of an ArrayList. What would be the easiest way to go about this? I feel like I'm just not thinking straight right now.",no
21,https://stackoverflow.com/questions/4520216,How to add test coverage to a private constructor?,How to add test coverage to a private constructor?,"This is the code: -CODE- . This is the test: -CODE- . Works fine, the class is tested. But Cobertura says that there is zero code coverage of the private constructor of the class. How can we add test coverage to such a private constructor?",no
22,https://stackoverflow.com/questions/4347797,How to send a stacktrace to log4j?,How to send a stacktrace to log4j?,"Say you catch an exception and get the following on the standard output (like, say, the console) if you do a e.printStackTrace() : -CODE- . Now I want to send this instead to a logger like, say, log4j to get the following: -CODE- . How can I do this? -CODE- .",no
23,https://stackoverflow.com/questions/15164864,How to accept Date params in a GET request to Spring MVC Controller?,How to accept Date params in a GET request to Spring MVC Controller?,I've a GET request that sends a date in YYYY-MM-DD format to a Spring Controller. The controller code is as follows: -CODE- . The request is sent correctly as I'm checking with Firebug. I get the error: -CODE- . How can I make the controller accept this format of Date? Please help. What am I doing wrong?,no
24,https://stackoverflow.com/questions/8911356,I need to round a float value to 2 decimals.,What's the best practice to round a float to 2 decimals?,"I'm using eclipse + Android SDK. I need to round a float value to 2 decimals. I usually use the next ""trick"" using Math library. -CODE- . But I feel it is not the best way to do it. Is there a library to do these type of operations? Thanks in advance.",yes
25,https://stackoverflow.com/questions/23674624,Surely there is a way to convert a Stream to a List?,How do I convert a Java 8 IntStream to a List?,"I'm looking at the docs for the IntStream, and I see an toArray method, but no way to go directly to a List<Integer> Surely there is a way to convert a Stream to a List?",no
26,https://stackoverflow.com/questions/10230929,I need to convert a String[] to an ArrayList<String>,How can I convert String[] to ArrayList<String>, -CODE- . I need to convert a String[] to an ArrayList<String> and I don't know how: -CODE- . Basically I would like to transform filesOrig into an ArrayList.,no
27,https://stackoverflow.com/questions/2525042,"How to convert a JSON string to a Map<String, String> with Jackson JSON","How to convert a JSON string to a Map<String, String> with Jackson JSON","I'm trying to do something like this but it doesn't work: -CODE- . But the IDE says: -CODE- . What's the right way to do this? I'm only using Jackson because that's what is already available in the project, is there a native Java way of converting to/from JSON? In PHP I would simply json_decode($str) and I'd get back an array. I need basically the same thing here.",no
28,https://stackoverflow.com/questions/4110664,Is there a way to go directly from a String to JsonObject?,Gson: Directly convert String to JsonObject (no POJO),"Can't seem to figure this out. I'm attempting JSON tree manipulation in GSON, but I have a case where I do not know or have a POJO to convert a string into, prior to converting to JsonObject. Is there a way to go directly from a String to JsonObject? I've tried the following (Scala syntax): -CODE- . but a fails, the JSON is escaped and parsed as a JsonString only, and b returns an empty JsonObject. Any ideas?",no
29,https://stackoverflow.com/questions/924208,How to convert a value from nanoseconds to seconds?,How to convert nanoseconds to seconds using the TimeUnit enum?,How to convert a value from nanoseconds to seconds? Here's the code segment: -CODE- . The error is : -CODE- . What does this mean?,no
30,https://stackoverflow.com/questions/33066904,Is there a simple way to convert a LocalDate (introduced with Java 8) to java.util.Date object?,LocalDate to java.util.Date and vice versa simplest conversion?,"Is there a simple way to convert a LocalDate (introduced with Java 8) to java.util.Date object? By 'simple', I mean simpler than this: -CODE- . which seems a bit awkward to me. Since we are interested only in the date portion and there is no timezone information in neither of the objects, why introduce time zones explicitly? The midnight time and the system default timezone should be taken implicitly for the conversion.",yes
31,https://stackoverflow.com/questions/9966053,I'm trying to write a Java class to log in to a certain website.,What does %5B and %5D in POST requests stand for?,I'm trying to write a Java class to log in to a certain website. The data sent in the POST request to log in is. user%5Blogin%5D=uesrname&user%5Bpassword%5D=123456. I'm curious what the %5B and %5D means in the key user login. How do I encode these data?,no
32,https://stackoverflow.com/questions/2065937,How to supply value to an annotation from a Constant java,How to supply value to an annotation from a Constant java,"I am thinking this may not be possible in Java because annotation and its parameters are resolved at compile time. I have an interface as follows, -CODE- . and another class as, -CODE- . I mark many classes with the annotation and I would like to know if I can avoid specifying the strings in every annotation I would instead prefer to use: -CODE- . However this gives compilation errors like annotation value should be an array initializer etc. Does someone know how I can use a String constant or String[] constant to supply value to an annotation?",no
33,https://stackoverflow.com/questions/3371326,I need to convert a unix timestamp to a date object.,Java: Date from unix timestamp,"I need to convert a unix timestamp to a date object. I tried this: -CODE- . Timestamp value is: 1280512800. The Date should be ""2010/07/30 - 22:30:00"" (as I get it by PHP) but instead I get Thu Jan 15 23:11:56 IRST 1970. How should it be done?",no
34,https://stackoverflow.com/questions/6438061,Is there any way to scroll a ScrollView programmatically to a certain position?,Can I scroll a ScrollView programmatically in Android?,"Is there any way to scroll a ScrollView programmatically to a certain position? I have created dynamic TableLayout which is placed in a ScrollView. So I want that on a specific action (like clicking a Button, etc.) the particular row should scroll automatically to a top position. Is it possible?",no
35,https://stackoverflow.com/questions/21720759,Convert a JSON String to a HashMap,Convert a JSON String to a HashMap,"I'm using Java, and I have a String which is JSON: -CODE- . Then my Map in Java: -CODE- . I want to store all the data from the JSONObject in that HashMap. Can anyone provide code for this? I want to use the org.json library.",no
36,https://stackoverflow.com/questions/739689,How to convert a Java object (bean) to key-value pairs (and vice versa)?,How to convert a Java object (bean) to key-value pairs (and vice versa)?,"Say I have a very simple java object that only has some getXXX and setXXX properties. This object is used only to handle values, basically a record or a type-safe (and performant) map. I often need to covert this object to key value pairs (either strings or type safe) or convert from key value pairs to this object. Other than reflection or manually writing code to do this conversion, what is the best way to achieve this? An example might be sending this object over jms, without using the ObjectMessage type (or converting an incoming message to the right kind of object).",yes
37,https://stackoverflow.com/questions/443708,The behavior I'm trying to mimic is a .Net Delegate being passed to a function.,Callback functions in Java,"Is there a way to pass a call back function in a Java method? The behavior I'm trying to mimic is a .Net Delegate being passed to a function. I've seen people suggesting creating a separate object but that seems overkill, however I am aware that sometimes overkill is the only way to do things.",no
38,https://stackoverflow.com/questions/26745541,Best way to add Gradle support to IntelliJ Project,Best way to add Gradle support to IntelliJ Project,"I have looked around quite a bit and haven't found the best solution to convert an existing IntelliJ project to Gradle. I work in a team environment and we currently share the .ipr file as we have a few build configurations that we track. We will be getting rid of those in favor of Gradle eventually but I can't screw things up too much until the Gradle conversion is done. Also, our Java source files are located in the root of the src directory instead of src/main/java as is standard. Is there a way I can add Gradle to my project that won't make me delete and recreate my IntelliJ project and won't screw everyone else up when they do a Git pull?",no
39,https://stackoverflow.com/questions/6539879,How to convert a color integer to a hex String in Android?,How to convert a color integer to a hex String in Android?,I have an integer that was generated from an android.graphics.Color. The Integer has a value of -16776961. How do I convert this value into a hex string with the format #RRGGBB. Simply put: I would like to output #0000FF from -16776961. Note: I do not want the output to contain an alpha and i have also tried this example without any success.,no
40,https://stackoverflow.com/questions/2400955,How to store Java Date to Mysql datetime...?,How to store Java Date to Mysql datetime...?,Can any body tell me how can I store Java Date to Mysql datetime...? When I am trying to do so...only date is stored and time remain 00:00:00 in Mysql date stores like this... -CODE- . I want not only date but also time...like : -CODE- . I am using JPA(Hibernate) with spring mydomain classes uses java.util.Date but i have created tables using handwritten queries... this is my create statement: -CODE- .,no
41,https://stackoverflow.com/questions/309023,How to bring a window to the front?,How to bring a window to the front?,"We have a Java application that needs to be brought to the foreground when a telecontrol mechanism activates something in the application. In order to get this, we have realized in the called method of the class which represents the frame of our application (extension of a JFrame) following implementation: -CODE- . Under Windows XP, this works the first time it is called, on the second time only the tab in the taskbar flashes, the frame doesn't come to the front anymore. Same goes for Win2k. On Vista it seems to work fine. Do you have any ideas?",no
42,https://stackoverflow.com/questions/941754,How to get a path to a resource in a Java JAR file,How to get a path to a resource in a Java JAR file,"I am trying to get a path to a Resource but I have had no luck. This works (both in IDE and with the JAR) but this way I can't get a path to a file, only the file contents: -CODE- . If I do this: -CODE- . The result is: java.io.FileNotFoundException: file:/path/to/jarfile/bot.jar!/config/netclient.p (No such file or directory) Is there a way to get a path to a resource file?",no
43,https://stackoverflow.com/questions/1980832,Java: How to scale threads according to cpu cores?,Java: How to scale threads according to cpu cores?,"I'm not a good java programmer, it's just my hobby, but I'm eager to know more than average stuff. I want to solve a mathematical problem with multiple threads in java. my math problem can be separated into work units, that I want to have solved in several threads. but I don't want to have a fixed amount of threads working on it, but instead a coresponding amount of threads to the amount of cpu cores. and my problem is, that I couldn't find an easy tutorial in the internet for this. all I found are examples with fixed threads. So could you help me with a link to a good tuturial or could give me an easy and good example? That would be really nice :)",no
44,https://stackoverflow.com/questions/5082044,Most efficient way to cast List<SubClass> to List<BaseClass>,Most efficient way to cast List<SubClass> to List<BaseClass>,"I have a List<SubClass> that I want to treat as a List<BaseClass>. It seems like it shouldn't be a problem since casting a SubClass to a BaseClass is a snap, but my compiler complains that the cast is impossible. So, what's the best way to get a reference to the same objects as a List<BaseClass>? Right now I'm just making a new list and copying the old list: -CODE- . But as I understand it that has to create an entirely new list. I'd like a reference to the original list, if possible!",yes
45,https://stackoverflow.com/questions/4323599,"Is there a better way to parse ""1,234"" to get 1.234 than: p = p.replaceAll("","",""."");?",Best way to parseDouble with comma as decimal separator?,"Following is resulting in an Exception: -CODE- . Is there a better way to parse ""1,234"" to get 1.234 than: p = p.replaceAll("","",""."");?",yes
46,https://stackoverflow.com/questions/12575990,How to convert calendar date to yyyy-MM-dd format.,Calendar date to yyyy-MM-dd format in java,How to convert calendar date to yyyy-MM-dd format. -CODE- . This will produce inActiveDate = Wed Sep 26 00:00:00 IST 2012. But what I need is 2012-09-26. My purpose is to compare this date with another date in my database using Hibernate criteria. So I need the date object in yyyy-MM-dd format.,no
47,https://stackoverflow.com/questions/2618059,I have a program that tries to shrink a double down to a desired number.,"In Java, what does NaN mean?",I have a program that tries to shrink a double down to a desired number. The output I get is NaN. What does NaN mean in Java?,no
48,https://stackoverflow.com/questions/877096,Can anyone suggest to me how I can pass a parameter to a thread?,How can I pass a parameter to a Java Thread?,"Can anyone suggest to me how I can pass a parameter to a thread? Also, how does it work for anonymous classes?",no
49,https://stackoverflow.com/questions/5404149,How to convert Double to int directly?,How to convert Double to int directly?,May be this is silly question. I want to get rid of the fractional part of the Double number. But I cant do that. It shows the error that incompatible types. What to do? Double to int conversion in one line....please help thanks.,no
50,https://stackoverflow.com/questions/4761686,How to set background color of an Activity to white programmatically?,How to set background color of an Activity to white programmatically?,How can I set the background color of an Activity to white programatically?,no
51,https://stackoverflow.com/questions/1005523,How to add one day to a date?,How to add one day to a date?,I want to add one day to a particular date. How can I do that? -CODE- . Now I want to add one day to this date.,no
52,https://stackoverflow.com/questions/1521239,"Using Javadoc 1.5, I have been unable to create a @link to an Enumeration value.",How to @link to a Enum Value using Javadoc,"Using Javadoc 1.5, I have been unable to create a @link to an Enumeration value. What I would like to do is to create an Enum like this: -CODE- . And then refer to the Javadoc for Earth using a link like this: -CODE- . I have tried the {@link Planet#EARTH} style too, but to no avail. Anyone know if this is doable at all?",no
53,https://stackoverflow.com/questions/11263423,Easiest way to upgrade eclipse 3.7 to 4.2 (Juno),Easiest way to upgrade eclipse 3.7 to 4.2 (Juno),"So since Eclipse juno is based on 4.2 instead of 3.7, what is the easiest way to upgrade to it, short of installing a separate copy of juno and re-installing all my existing plugins from 3.7 into it? There doesnt seem to be a straightforward upgrade path mentioned on eclipse.org.",no
54,https://stackoverflow.com/questions/4044726,"How to set a Timer, say for 2 minutes, to try to connect to a Database then throw exception if there is any issue in connection?",How to set a Timer in Java?,"How to set a Timer, say for 2 minutes, to try to connect to a Database then throw exception if there is any issue in connection?",no
55,https://stackoverflow.com/questions/1090556,"Java: how to convert HashMap<String, Object> to array","Java: how to convert HashMap<String, Object> to array","I need to convert a HashMap<String, Object> to an array; could anyone show me how it's done?",no
56,https://stackoverflow.com/questions/4441713,I need to upgrade to JSF 2.0.,Migrating from JSF 1.2 to JSF 2.0,I am working with a rather large app written in JSF 1.2. JSF 1.2 is around 6 years old now. I need to upgrade to JSF 2.0. How painful will this be? I noticed that some attributes in custom tags have been changed etc.,no
57,https://stackoverflow.com/questions/4931323,I need to match request paths to different handlers (actions),What's the difference between getRequestURI and getPathInfo methods in HttpServletRequest?,"I'm making a simple, very lightweight front-controller. I need to match request paths to different handlers (actions) in order to choose the correct one. On my local machine HttpServletRequest.getPathInfo() and HttpServletRequest.getRequestURI() return the same results. But I'm not sure what will they return in the production environment. So, what's the difference between these method and what should I choose?",no
58,https://stackoverflow.com/questions/8237193,How to convert currentTimeMillis to a date in Java?,How to convert currentTimeMillis to a date in Java?,"I have milliseconds in certain log file generated in server, I also know the locale from where the log file was generated, my problem is to convert milliseconds to date in specified format. The processing of that log is happening on server located in different time zone. While converting to ""SimpleDateFormat"" program is taking date of the machine as such formatted date do not represent correct time of the server. Is there any way to handle this elegantly ? -CODE- . Output: -CODE- .",no
59,https://stackoverflow.com/questions/7246157,How to parse a JSON string to an array using Jackson,How to parse a JSON string to an array using Jackson,I have a String with the following value: -CODE- . And the following class: -CODE- . And I want to parse it to a List<SomeClass> or a SomeClass[] Which is the simplest way to do it using Jackson ObjectMapper?,no
60,https://stackoverflow.com/questions/1556421,JNA seems a fair bit easier to use to call native code compared to JNI.,Use JNI instead of JNA to call native code?,JNA seems a fair bit easier to use to call native code compared to JNI. In what cases would you use JNI over JNA?,no
61,https://stackoverflow.com/questions/3293946,The easiest way to transform collection to array?,The easiest way to transform collection to array?,Suppose we have a Collection<Foo>. What is the best (shortest in LoC in current context) way to transform it to Foo[]? Any well-known libraries are allowed. UPD: (one more case in this section; leave comments if you think it's worth to create another thread for it): What about transforming Collection<Foo> to Bar[] where Bar has constructor with 1 parameter of type Foo i.e. public Bar(Foo foo){ ... } ?,no
62,https://stackoverflow.com/questions/19650917,How to convert BigDecimal to Double in Java?,How to convert BigDecimal to Double in Java?,How we convert BigDecimal into Double in java? I have a requirement where we have to use Double as argument but we are getting BigDecimal so i have to convert BigDecimal into Double.,no
63,https://stackoverflow.com/questions/7707556,How to convert CharSequence to String in Java?,How to convert CharSequence to String in Java?,How can I convert a Java CharSequence to a String?,no
64,https://stackoverflow.com/questions/2675362,I want to start a server which listen to a port.,How to find an available port?,"I want to start a server which listen to a port. I can specify port explicitly and it works. But I would like to find a port in an automatic way. In this respect I have two questions. [1]In which range of port numbers should I search for? (I used ports 12345, 12346, and 12347 and it was fine).. [2]How can I find out if a given port is not occupied by another software?.",no
65,https://stackoverflow.com/questions/2488558,Logback to log different messages to two files,Logback to log different messages to two files,"I am using logback/slf4j to do my logging. I want to parse my log file to analyze some data, so instead of parsing a great big file (mostly consisting of debug statements) I want to have two logger instances which each log to a separate file; one for analytics and one for all purpose logging. Does anyone know if this is possible with Logback, or any other logger for that matter?",no
66,https://stackoverflow.com/questions/778933,/pass as arguments to the JVM to get log4j to run properly?,log4j configuration via JVM argument(s)?,What variables do I have to set/pass as arguments to the JVM to get log4j to run properly? And by properly I mean not complain and print to the console. Can I see a typical example? Note: I need to avoid creating a log4j.properties file in the application.,no
67,https://stackoverflow.com/questions/2442599,"How to set JFrame to appear centered, regardless of monitor resolution?","How to set JFrame to appear centered, regardless of monitor resolution?","While working with Java, I find it hard to position my main window in the center of the screen when I start the application. Is there any way I can do that? It doesn't have to be vertically centered, horizontal alignment is the more important goal for me. But vertical alignment is also welcome.",no
68,https://stackoverflow.com/questions/6068197,Utils to read resource text file to String (Java),Utils to read resource text file to String (Java),"Is there any utility that helps to read a text file in the resource into a String. I suppose this is a popular requirement, but I couldn't find any utility after Googling.",no
69,https://stackoverflow.com/questions/941754,I am trying to get a path to a Resource,How to get a path to a resource in a Java JAR file,"I am trying to get a path to a Resource but I have had no luck. This works (both in IDE and with the JAR) but this way I can't get a path to a file, only the file contents: -CODE- . If I do this: -CODE- . The result is: java.io.FileNotFoundException: file:/path/to/jarfile/bot.jar!/config/netclient.p (No such file or directory) Is there a way to get a path to a resource file?",no
70,https://stackoverflow.com/questions/674713,"I am actually trying to convert a Java API call to Spring's SimpleJdbcTemplate, which returns a java.util.List<T>, into a Scala immutable HashSet.",Converting a Java collection into a Scala collection,"Related to Stack Overflow question Scala equivalent of new HashSet(Collection) , how do I convert a Java collection (java.util.List say) into a Scala collection List? I am actually trying to convert a Java API call to Spring's SimpleJdbcTemplate, which returns a java.util.List<T>, into a Scala immutable HashSet. So for example: -CODE- . This seems to work. Criticism is welcome! -CODE- .",yes
71,https://stackoverflow.com/questions/16788213,Jackson how to transform JsonNode to ArrayNode without casting?,Jackson how to transform JsonNode to ArrayNode without casting?,"I am changing my JSON library from org.json to Jackson and I want to migrate the following code: -CODE- . Now in Jackson I have the following: -CODE- . However I don't like the cast there, is there the possibility for a ClassCastException? Is there a method equivalent to getJSONArray in org.json so that I have proper error handling in case it isn't an array?",yes
72,https://stackoverflow.com/questions/6356465,It seems I need to convert Java List to Scala List.,How to get Scala List from Java List?,I have a Java API that returns a List like: -CODE- . I am using the below scala code: -CODE- . Now if I try scala syntax sugar like: -CODE- . it does not work. I get the error: -CODE- . It seems I need to convert Java List to Scala List. How to do that in above context?,no
73,https://stackoverflow.com/questions/3661413,How to cast an Object to an int,How to cast an Object to an int,How can I cast an Object to an int in java?,no
74,https://stackoverflow.com/questions/2709253,I want to convert it to a integer,Converting a string to an integer on Android,"How do I convert a string into an integer? I have a textbox I have the user enter a number into: -CODE- . And the value is assigned to the string hello. I want to convert it to a integer so I can get the number they typed; it will be used later on in code. Is there a way to get the EditText to a integer? That would skip the middle man. If not, string to integer will be just fine.",no
75,https://stackoverflow.com/questions/11828368,Is it possible to directly convert a Java Object to an JsonNode-Object?,Convert Java Object to JsonNode in Jackson,Is it possible to directly convert a Java Object to an JsonNode-Object? The only way I found to solve this is to convert the Java Object to String and then to JsonNode: -CODE- .,yes
76,https://stackoverflow.com/questions/1062941,"Is there a option to configure Eclipse in such a way, to build JARs automatically?",Build project into a JAR automatically in Eclipse,"I have an Eclipse project where I want to keep my Java project built into a JAR automatically. I know I have an option to export the project into a JAR; if I do a right click; but what I am really looking for is, that like Eclipse automatically builds a project's .class files and put them in target folder; it should also build a JAR automatically and copy the latest JAR at some or a specific location. Is there a option to configure Eclipse in such a way, to build JARs automatically? Just to make it clear for guys, patient enough to answer my question; I am not looking at ANT as solution; as I already use it, but what I would like it something that gets initiated automatically either with a time based trigger or immediate build with change.",no
77,https://stackoverflow.com/questions/941754,/bot.jar!/config/netclient.p (No such file or directory) Is there a way to get a path to a resource file?,How to get a path to a resource in a Java JAR file,"I am trying to get a path to a Resource but I have had no luck. This works (both in IDE and with the JAR) but this way I can't get a path to a file, only the file contents: -CODE- . If I do this: -CODE- . The result is: java.io.FileNotFoundException: file:/path/to/jarfile/bot.jar!/config/netclient.p (No such file or directory) Is there a way to get a path to a resource file?",no
78,https://stackoverflow.com/questions/3294293,I have a fixed thread pool that I submit tasks to (limited to 5 threads).,How to get thread id from a thread pool?,"I have a fixed thread pool that I submit tasks to (limited to 5 threads). How can I find out which one of those 5 threads executes my task (something like ""thread #3 of 5 is doing this task"")? -CODE- .",no
79,https://stackoverflow.com/questions/1610045,How to return an array from JNI to Java?,How to return an array from JNI to Java?,"I am attempting to use the android NDK. Is there a way to return an array (in my case an int[]) created in JNI to Java? If so, please provide a quick example of the JNI function that would do this. -Thanks.",no
80,https://stackoverflow.com/questions/2709253,Is there a way to get the EditText to a integer?,Converting a string to an integer on Android,"How do I convert a string into an integer? I have a textbox I have the user enter a number into: -CODE- . And the value is assigned to the string hello. I want to convert it to a integer so I can get the number they typed; it will be used later on in code. Is there a way to get the EditText to a integer? That would skip the middle man. If not, string to integer will be just fine.",no
81,https://stackoverflow.com/questions/10530353,I want to convert String array to ArrayList.,Convert String array to ArrayList, -CODE- . I want to convert String array to ArrayList. For example String array is like: -CODE- . How to convert this String array to ArrayList?,no
82,https://stackoverflow.com/questions/14534767,Now I want to append a newline character to the StringBuilder.,How to append a newline to StringBuilder,"I have a StringBuilder object, -CODE- . Now I want to append a newline character to the StringBuilder. How can I do it? -CODE- . Does not work. So, I was thinking about writing a newline using Unicode. Will this help? If so, how can I add one?",no
83,https://stackoverflow.com/questions/7246157,And I want to parse it to a List<SomeClass> or a SomeClass[],How to parse a JSON string to an array using Jackson,I have a String with the following value: -CODE- . And the following class: -CODE- . And I want to parse it to a List<SomeClass> or a SomeClass[] Which is the simplest way to do it using Jackson ObjectMapper?,no
84,https://stackoverflow.com/questions/123,Java lib or app to convert CSV to XML file?,Java lib or app to convert CSV to XML file?,Is there an existing application or library in Java which will allow me to convert a CSV data file to XML file? The XML tags would be provided through possibly the first row containing column headings.,no
